date,rainfall,temp
2020/6/23,0.0,26.6
2020/6/24,0.0,26.2
2020/6/25,1.5,25.7
2020/6/26,0.0,27.8
2020/6/27,0.0,27.0
2020/6/28,6.5,24.9
2020/6/29,0.0,25.8
2020/6/30,29.5,25.0
2020/7/1,6.0,25.8
2020/7/2,0.0,24.4
2020/7/3,38.5,22.0
2020/7/4,31.0,24.1
2020/7/5,7.5,25.7
2020/7/6,41.0,25.8
2020/7/7,9.5,26.1
2020/7/8,62.0,24.6
2020/7/9,3.0,25.4
2020/7/10,21.5,26.0
2020/7/11,9.5,27.1
2020/7/12,0.0,25.5
2020/7/13,16.5,21.1
2020/7/14,49.5,24.1
2020/7/15,2.5,23.9
2020/7/16,0.0,25.5
2020/7/17,8.5,23.9
2020/7/18,1.0,25.9
2020/7/19,0.0,27.8
2020/7/20,0.0,29.0
2020/7/21,2.5,30.0
2020/7/22,0.5,28.8
2020/7/23,0.0,27.3
2020/7/24,15.0,26.3
2020/7/25,46.5,24.9
2020/7/26,16.0,24.8
2020/7/27,1.5,26.6
2020/7/28,0.5,28.0
2020/7/29,0.0,28.5
2020/7/30,6.0,27.8
2020/7/31,17.0,28.2
2020/8/1,0.0,28.9
2020/8/2,0.0,29.2
2020/8/3,0.0,29.0
2020/8/4,0.0,29.6
2020/8/5,0.0,29.8
2020/8/6,0.0,29.5
2020/8/7,0.0,29.8
2020/8/8,0.0,30.2
2020/8/9,0.0,30.9
2020/8/10,0.0,32.0
2020/8/11,0.0,31.5
2020/8/12,0.0,31.2
2020/8/13,0.0,31.1
2020/8/14,0.0,31.6
2020/8/15,0.0,32.3
2020/8/16,0.0,32.8
2020/8/17,0.0,32.4
2020/8/18,0.0,31.5
2020/8/19,0.0,31.1
2020/8/20,0.0,32.0
2020/8/21,16.0,31.8
2020/8/22,0.0,29.8
2020/8/23,0.0,30.0
2020/8/24,0.0,30.6
2020/8/25,0.0,30.6
2020/8/26,0.0,30.9
2020/8/27,40.5,28.7
2020/8/28,0.0,29.3
2020/8/29,40.0,30.4
2020/8/30,18.0,30.7
2020/8/31,0.0,31.1
2020/9/1,5.0,29.9
2020/9/2,1.5,29.5
2020/9/3,0.0,30.2
2020/9/4,3.5,28.4
2020/9/5,0.5,29.2
2020/9/6,10.0,27.7
2020/9/7,7.5,28.4
2020/9/8,0.0,29.0
2020/9/9,1.5,25.2
2020/9/10,2.5,25.3
2020/9/11,0.0,26.9
2020/9/12,0.0,29.0
2020/9/13,1.5,26.6
2020/9/14,0.0,24.1
2020/9/15,0.0,24.8
2020/9/16,0.0,25.7
2020/9/17,0.0,27.9
2020/9/18,0.0,27.6
2020/9/19,0.0,25.0
2020/9/20,0.0,23.5
2020/9/21,0.0,23.6
2020/9/22,0.0,22.9
2020/9/23,0.0,25.4
2020/9/24,0.0,25.1
2020/9/25,64.0,21.6
2020/9/26,0.0,23.0
2020/9/27,0.0,22.4
2020/9/28,0.0,21.7
2020/9/29,0.0,22.3
2020/9/30,0.5,22.3
2020/10/1,2.0,21.9
2020/10/2,0.0,22.6
2020/10/3,0.0,23.6
2020/10/4,0.0,24.1
2020/10/5,0.0,22.5
2020/10/6,0.0,19.5
2020/10/7,5.0,19.4
2020/10/8,42.0,16.0
2020/10/9,55.5,18.4
2020/10/10,34.5,20.7
2020/10/11,0.0,22.3
2020/10/12,0.0,22.7
2020/10/13,0.0,22.1
2020/10/14,0.0,20.8
2020/10/15,0.0,19.2
2020/10/16,0.0,18.8
2020/10/17,26.0,13.1
2020/10/18,0.0,15.2
2020/10/19,1.0,15.1
2020/10/20,0.0,17.2
2020/10/21,0.0,18.7
2020/10/22,0.5,19.6
2020/10/23,38.5,17.9
2020/10/24,0.0,16.5
2020/10/25,0.0,15.1
2020/10/26,0.0,16.1
2020/10/27,0.0,16.5
2020/10/28,0.0,16.9
2020/10/29,0.0,16.8
2020/10/30,0.0,14.6
2020/10/31,0.0,14.5
2020/11/1,0.0,16.8
2020/11/2,24.0,16.4
2020/11/3,1.5,15.3
2020/11/4,0.0,12.8
2020/11/5,0.0,13.0
2020/11/6,0.0,15.6
2020/11/7,10.0,16.7
2020/11/8,0.0,17.6
2020/11/9,0.0,13.7
2020/11/10,0.0,12.5
2020/11/11,0.0,11.0
2020/11/12,0.0,12.9
2020/11/13,0.0,14.8
2020/11/14,0.0,14.3
2020/11/15,0.0,15.3
2020/11/16,0.0,17.0
2020/11/17,0.0,17.1
2020/11/18,0.0,18.7
2020/11/19,0.0,20.5
2020/11/20,5.0,19.9
2020/11/21,0.0,14.3
2020/11/22,3.5,14.5
2020/11/23,0.5,14.4
2020/11/24,0.0,12.4
2020/11/25,0.0,12.1
2020/11/26,0.0,13.3
2020/11/27,2.5,14.8
2020/11/28,0.0,11.6
2020/11/29,0.0,10.6
2020/11/30,0.0,10.7
2020/12/1,0.0,10.7
2020/12/2,0.0,10.9
2020/12/3,0.0,11.2
2020/12/4,0.0,10.5
2020/12/5,0.0,10.1
2020/12/6,0.0,10.4
2020/12/7,0.0,11.3
2020/12/8,0.0,11.8
2020/12/9,0.0,10.2
2020/12/10,0.0,10.7
2020/12/11,0.0,12.3
2020/12/12,0.0,12.6
2020/12/13,0.0,11.0
2020/12/14,0.0,9.2
2020/12/15,0.0,5.6
2020/12/16,0.0,4.6
2020/12/17,0.0,4.7
2020/12/18,0.0,7.1
2020/12/19,0.0,6.5
2020/12/20,0.0,5.5
2020/12/21,0.0,6.3
2020/12/22,0.0,7.4
2020/12/23,0.0,8.2
2020/12/24,1.5,7.2
2020/12/25,0.0,8.3
2020/12/26,0.0,7.4
2020/12/27,0.5,7.6
2020/12/28,4.5,9.0
2020/12/29,0.0,8.9
2020/12/30,12.0,7.4
2020/12/31,0.0,3.7
2021/1/1,0.0,4.6
2021/1/2,0.0,5.6
2021/1/3,0.0,6.1
2021/1/4,0.0,6.1
2021/1/5,0.0,6.1
2021/1/6,0.0,6.8
2021/1/7,1.0,3.3
2021/1/8,0.0,0.2
2021/1/9,0.0,0.9
2021/1/10,0.0,2.5
2021/1/11,0.0,3.4
2021/1/12,3.5,3.2
2021/1/13,0.0,5.5
2021/1/14,0.0,7.5
2021/1/15,0.0,9.3
2021/1/16,0.5,8.6
2021/1/17,0.0,6.8
2021/1/18,0.0,4.6
2021/1/19,0.0,4.1
2021/1/20,0.0,4.7
2021/1/21,0.0,7.2
2021/1/22,7.0,8.5
2021/1/23,26.5,8.6
2021/1/24,12.0,8.3
2021/1/25,0.0,10.1
2021/1/26,7.5,12.1
2021/1/27,6.5,11.6
2021/1/28,0.0,8.6
2021/1/29,0.0,3.8
2021/1/30,0.0,4.8
2021/1/31,0.0,7.7
2021/2/1,11.0,7.9
2021/2/2,8.0,9.5
2021/2/3,0.0,5.7
2021/2/4,0.0,6.7
2021/2/5,0.0,7.3
2021/2/6,0.0,10.8
2021/2/7,0.0,9.6
2021/2/8,0.0,6.8
2021/2/9,0.0,4.7
2021/2/10,0.0,7.8
2021/2/11,0.0,9.8
2021/2/12,0.0,10.1
2021/2/13,0.0,13.7
2021/2/14,0.0,14.5
2021/2/15,24.0,13.1
2021/2/16,0.0,8.4
2021/2/17,0.5,3.9
2021/2/18,0.0,2.6
2021/2/19,0.0,5.1
2021/2/20,0.0,10.0
2021/2/21,0.0,13.6
2021/2/22,0.0,14.7
2021/2/23,0.0,10.5
2021/2/24,0.0,6.3
2021/2/25,0.0,7.5
2021/2/26,1.5,7.6
2021/2/27,0.0,6.7
2021/2/28,0.0,9.5
2021/3/1,0.0,14.3
2021/3/2,34.5,10.3
2021/3/3,0.0,6.8
2021/3/4,0.0,11.0
2021/3/5,8.5,12.0
2021/3/6,0.0,11.7
2021/3/7,0.0,8.5
2021/3/8,2.5,8.5
2021/3/9,0.0,9.2
2021/3/10,0.0,11.1
2021/3/11,0.0,10.2
2021/3/12,12.0,11.9
2021/3/13,11.5,11.5
2021/3/14,0.0,10.8
2021/3/15,0.0,11.8
2021/3/16,0.0,13.8
2021/3/17,0.0,12.1
2021/3/18,0.0,11.4
2021/3/19,0.0,13.3
2021/3/20,0.0,15.4
2021/3/21,48.0,14.4
2021/3/22,1.5,10.1
2021/3/23,0.0,10.3
2021/3/24,0.0,13.5
2021/3/25,0.5,14.0
2021/3/26,0.0,13.4
2021/3/27,0.0,14.0
2021/3/28,26.5,15.8
2021/3/29,0.0,16.6
2021/3/30,0.0,16.5
2021/3/31,0.0,15.3
2021/4/1,0.0,16.3
2021/4/2,0.0,18.8
2021/4/3,0.0,18.0
2021/4/4,25.5,17.0
2021/4/5,0.0,12.4
2021/4/6,4.0,11.5
2021/4/7,0.0,14.2
2021/4/8,0.0,14.9
2021/4/9,0.0,11.9
2021/4/10,0.0,11.1
2021/4/11,0.0,13.7
2021/4/12,0.0,16.7
2021/4/13,5.0,17.9
2021/4/14,7.0,14.7
2021/4/15,0.0,13.3
2021/4/16,0.5,16.2
2021/4/17,59.5,13.8
2021/4/18,0.5,12.2
2021/4/19,0.0,13.5
2021/4/20,0.0,17.0
2021/4/21,0.0,19.3
2021/4/22,0.0,19.4
2021/4/23,0.0,18.1
2021/4/24,0.0,18.0
2021/4/25,0.0,16.8
2021/4/26,0.0,13.5
2021/4/27,0.0,15.5
2021/4/28,17.0,16.8
2021/4/29,105.0,15.3
2021/4/30,0.0,18.0
2021/5/1,7.5,18.3
2021/5/2,1.0,14.1
2021/5/3,0.0,15.7
2021/5/4,0.0,18.5
2021/5/5,27.0,17.3
2021/5/6,0.0,19.2
2021/5/7,2.0,17.6
2021/5/8,0.0,18.7
2021/5/9,0.0,20.5
2021/5/10,0.0,19.1
2021/5/11,0.0,18.9
2021/5/12,7.0,17.7
2021/5/13,3.0,21.1
2021/5/14,0.0,22.9
2021/5/15,0.0,22.8
2021/5/16,7.5,21.0
2021/5/17,36.5,23.0
2021/5/18,1.0,22.2
2021/5/19,2.5,21.2
2021/5/20,101.0,20.3
2021/5/21,95.5,21.3
2021/5/22,1.5,19.4
2021/5/23,0.0,21.9
2021/5/24,2.0,20.0
2021/5/25,0.0,21.1
2021/5/26,0.0,20.5
2021/5/27,45.0,16.8
2021/5/28,0.0,20.6
2021/5/29,0.0,22.8
2021/5/30,0.0,21.8
2021/5/31,0.0,22.2
2021/6/1,0.0,23.2
2021/6/2,0.0,23.4
2021/6/3,0.5,22.9
2021/6/4,46.0,20.3
2021/6/5,0.0,20.7
2021/6/6,0.0,22.7
2021/6/7,0.0,25.0
2021/6/8,0.0,26.0
2021/6/9,0.0,25.9
2021/6/10,0.0,25.2
2021/6/11,0.0,24.3
2021/6/12,0.0,24.6
2021/6/13,5.5,23.6
2021/6/14,41.0,24.5
2021/6/15,0.0,25.3
2021/6/16,18.0,21.9
2021/6/17,0.0,24.5
2021/6/18,1.5,23.5
2021/6/19,25.0,21.0
2021/6/20,0.0,23.2
2021/6/21,0.0,24.5
2021/6/22,0.0,24.1
2021/6/23,0.0,24.8
2021/6/24,0.0,24.7
2021/6/25,0.0,25.5
2021/6/26,0.0,24.1
2021/6/27,0.0,23.7
2021/6/28,0.0,24.9
2021/6/29,6.5,24.6
2021/6/30,28.0,25.1
2021/7/1,28.5,23.1
2021/7/2,8.5,24.8
2021/7/3,8.0,27.1
2021/7/4,0.5,27.5
2021/7/5,0.0,28.3
2021/7/6,0.0,28.4
2021/7/7,56.0,25.4
2021/7/8,64.0,25.5
2021/7/9,4.0,26.7
2021/7/10,0.0,27.8
2021/7/11,0.0,28.3
2021/7/12,0.5,26.9
2021/7/13,0.0,27.3
2021/7/14,51.5,26.2
2021/7/15,39.5,25.9
2021/7/16,7.5,26.7
2021/7/17,0.0,28.6
2021/7/18,0.0,28.1
2021/7/19,0.0,29.0
2021/7/20,0.0,29.0
2021/7/21,0.0,29.5
2021/7/22,0.0,29.2
2021/7/23,0.0,29.1
2021/7/24,0.0,29.1
2021/7/25,0.0,29.2
2021/7/26,0.0,29.8
2021/7/27,0.0,30.0
2021/7/28,0.0,29.6
2021/7/29,0.0,29.6
2021/7/30,0.0,30.2
2021/7/31,0.0,30.0
2021/8/1,0.0,29.8
2021/8/2,0.0,30.1
2021/8/3,5.0,28.0
2021/8/4,0.0,30.1
2021/8/5,0.0,31.3
2021/8/6,0.0,30.1
2021/8/7,0.0,30.7
2021/8/8,0.0,31.1
2021/8/9,10.5,28.0
2021/8/10,0.0,28.2
2021/8/11,0.0,27.8
2021/8/12,54.0,25.0
2021/8/13,43.5,25.0
2021/8/14,19.0,26.3
2021/8/15,34.0,25.0
2021/8/16,0.0,25.4
2021/8/17,65.0,24.2
2021/8/18,38.5,26.1
2021/8/19,37.0,23.4
2021/8/20,4.5,24.6
2021/8/21,0.0,26.1
2021/8/22,0.0,27.9
2021/8/23,0.5,28.3
2021/8/24,3.0,28.5
2021/8/25,0.0,29.5
2021/8/26,0.0,29.7
2021/8/27,0.0,30.0
2021/8/28,0.0,30.0
2021/8/29,0.0,30.2
2021/8/30,0.0,30.4
2021/8/31,0.0,29.5
2021/9/1,0.0,28.3
2021/9/2,29.0,25.1
2021/9/3,49.5,22.9
2021/9/4,21.5,24.1
2021/9/5,0.0,25.9
2021/9/6,0.0,26.0
2021/9/7,0.0,25.2
2021/9/8,0.5,24.8
2021/9/9,12.5,25.1
2021/9/10,0.0,26.4
2021/9/11,16.0,26.1
2021/9/12,2.5,24.8
2021/9/13,0.0,25.1
2021/9/14,6.5,21.4
2021/9/15,7.0,23.7
2021/9/16,0.0,24.3
2021/9/17,12.0,23.8
2021/9/18,31.5,25.7
2021/9/19,0.0,25.4
2021/9/20,0.0,25.8
2021/9/21,0.0,25.3
2021/9/22,1.0,25.9
2021/9/23,0.0,25.9
2021/9/24,0.0,24.5
2021/9/25,0.0,24.6
2021/9/26,2.5,21.0
2021/9/27,0.0,23.5
2021/9/28,0.0,24.5
2021/9/29,0.0,25.2
2021/9/30,0.0,24.7
2021/10/1,0.0,24.8
2021/10/2,0.0,23.9
2021/10/3,0.0,24.4
2021/10/4,0.0,24.9
2021/10/5,0.0,25.5
2021/10/6,0.0,23.8
2021/10/7,0.0,24.9
2021/10/8,0.0,25.6
2021/10/9,0.0,25.6
2021/10/10,0.0,25.7
2021/10/11,0.0,25.2
2021/10/12,1.5,24.5
2021/10/13,0.0,24.2
2021/10/14,0.0,23.0
2021/10/15,0.0,22.7
2021/10/16,20.5,22.6
2021/10/17,8.5,16.7
2021/10/18,0.0,16.0
2021/10/19,1.0,16.9
2021/10/20,0.0,15.3
2021/10/21,0.0,14.3
2021/10/22,0.5,15.7
2021/10/23,0.0,15.2
2021/10/24,0.0,14.7
2021/10/25,35.5,14.4
2021/10/26,0.0,16.5
2021/10/27,0.0,16.5
2021/10/28,0.0,17.1
2021/10/29,0.0,15.9
2021/10/30,0.0,16.4
2021/10/31,1.0,17.6
2021/11/1,0.0,18.3
2021/11/2,0.0,17.8
2021/11/3,0.0,16.7
2021/11/4,0.0,15.9
2021/11/5,0.0,15.6
2021/11/6,0.0,15.4
2021/11/7,0.0,17.4
2021/11/8,0.5,19.4
2021/11/9,27.5,15.3
2021/11/10,2.0,14.4
2021/11/11,14.0,12.9
2021/11/12,1.0,12.4
2021/11/13,0.0,12.1
2021/11/14,0.0,13.4
2021/11/15,0.0,14.2
2021/11/16,0.0,14.5
2021/11/17,0.0,14.2
2021/11/18,0.0,14.1
2021/11/19,0.0,14.2
2021/11/20,0.0,14.7
2021/11/21,0.0,14.6
2021/11/22,33.5,14.8
2021/11/23,0.0,10.6
2021/11/24,0.0,11.3
2021/11/25,0.0,14.0
2021/11/26,0.0,14.1
2021/11/27,0.0,9.2
2021/11/28,0.0,9.3
2021/11/29,0.0,9.6
2021/11/30,20.0,13.5
2021/12/1,22.0,10.8
2021/12/2,0.0,8.0
2021/12/3,1.0,9.6
2021/12/4,0.0,10.0
2021/12/5,0.0,7.7
2021/12/6,0.0,10.5
2021/12/7,32.0,11.1
2021/12/8,0.0,12.0
2021/12/9,0.0,11.3
2021/12/10,0.0,11.4
2021/12/11,0.0,11.7
2021/12/12,0.0,12.9
2021/12/13,0.0,9.6
2021/12/14,0.0,8.2
2021/12/15,0.0,9.8
2021/12/16,4.5,11.2
2021/12/17,15.5,9.6
2021/12/18,0.0,4.9
2021/12/19,0.0,6.9
2021/12/20,0.0,9.3
2021/12/21,0.0,10.3
2021/12/22,0.0,8.9
2021/12/23,0.0,8.2
2021/12/24,6.0,9.0
2021/12/25,0.0,8.8
2021/12/26,0.0,3.6
2021/12/27,0.0,3.4
2021/12/28,0.0,5.6
2021/12/29,0.0,7.0
2021/12/30,0.5,7.9
2021/12/31,0.0,4.0
